,animal,birthdate,genotype,recording,start,cell,dt,end,angiotensin,potassium,pos,ctrl,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,burst_length_pos1,burst_n_pos1,burst_per_cell_per_sec_pos1,ISI_pos1,control,genotype_2,activity_pos2,freq_pos2,burst_length_pos2,burst_n_pos2,burst_per_cell_per_sec_pos2,ISI_pos2,activity_pos3,freq_pos3,burst_length_pos3,burst_n_pos3,burst_per_cell_per_sec_pos3,ISI_pos3
10,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean12,0.1,10450,500,4,2,y,0,0,9250,10450,0.575,69,120.0,,0.9883720930232559,,,,,0.5499999999999999,0.8368005527948484,,,,43.5,y,wt_ctrl,0.575,0.9883720930232559,,,,,,,,,,
11,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean12,0.1,16450,500,4,3,y,0,0,15250,16450,0.008333333333333333,1,120.0,,,,,,,0.5499999999999999,0.8368005527948484,,,,43.5,y,wt_ctrl,0.575,0.9883720930232559,,,,,0.008333333333333333,,,,,
12,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean13,0.1,4450,500,4,1,y,0,0,3250,4450,0.39999999999999997,48,120.0,,0.8576998050682262,45.0,51.300000000000004,1.0,0.008333333333333333,0.39999999999999997,0.8576998050682262,51.300000000000004,1.0,0.008333333333333333,,y,wt_ctrl,,,,,,,,,,,,
13,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean13,0.1,10450,500,4,2,y,0,0,9250,10450,0.03333333333333333,4,120.0,,,,,,,0.39999999999999997,0.8576998050682262,51.300000000000004,1.0,0.008333333333333333,,y,wt_ctrl,0.03333333333333333,,,,,,,,,,,
14,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean13,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.39999999999999997,0.8576998050682262,51.300000000000004,1.0,0.008333333333333333,,y,wt_ctrl,0.03333333333333333,,,,,,0,,,,,
15,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean14,0.1,4450,500,4,1,y,0,0,3250,4450,0.5583333333333332,67,120.0,,0.8733624454148472,,,,,0.5583333333333332,0.8733624454148472,,,,,y,wt_ctrl,,,,,,,,,,,,
16,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean14,0.1,10450,500,4,2,y,0,0,9250,10450,0.10833333333333334,13,120.0,,,,,,,0.5583333333333332,0.8733624454148472,,,,,y,wt_ctrl,0.10833333333333334,,,,,,,,,,,
17,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean14,0.1,16450,500,4,3,y,0,0,15250,16450,0.03333333333333333,4,120.0,,,,,,,0.5583333333333332,0.8733624454148472,,,,,y,wt_ctrl,0.10833333333333334,,,,,,0.03333333333333333,,,,,
18,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean15,0.1,4450,500,4,1,y,0,0,3250,4450,0.008333333333333333,1,120.0,,,,,,,0.008333333333333333,,,,,,y,wt_ctrl,,,,,,,,,,,,
19,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean15,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.008333333333333333,,,,,,y,wt_ctrl,0,,,,,,,,,,,
20,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean15,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.008333333333333333,,,,,,y,wt_ctrl,0,,,,,,0,,,,,
21,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean16,0.1,4450,500,4,1,y,0,0,3250,4450,0.5,60,120.0,17.900000000000002,0.5246485386607473,,,,,0.5,0.5246485386607473,,,,17.900000000000002,y,wt_ctrl,,,,,,,,,,,,
22,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean16,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.5,0.5246485386607473,,,,17.900000000000002,y,wt_ctrl,0,,,,,,,,,,,
23,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean16,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.5,0.5246485386607473,,,,17.900000000000002,y,wt_ctrl,0,,,,,,0,,,,,
24,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean17,0.1,4450,500,4,1,y,0,0,3250,4450,0.5249999999999999,63,120.0,,0.8137931034482758,60.0,72.5,1.0,0.008333333333333333,0.5249999999999999,0.8137931034482758,72.5,1.0,0.008333333333333333,,y,wt_ctrl,,,,,,,,,,,,
25,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean17,0.1,10450,500,4,2,y,0,0,9250,10450,0.03333333333333333,4,120.0,,,,,,,0.5249999999999999,0.8137931034482758,72.5,1.0,0.008333333333333333,,y,wt_ctrl,0.03333333333333333,,,,,,,,,,,
26,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean17,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.5249999999999999,0.8137931034482758,72.5,1.0,0.008333333333333333,,y,wt_ctrl,0.03333333333333333,,,,,,0,,,,,
27,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean18,0.1,4450,500,4,1,y,0,0,3250,4450,0.23333333333333334,28,120.0,,0.5775075987841946,20.0,32.9,1.0,0.008333333333333333,0.23333333333333334,0.5775075987841946,32.9,1.0,0.008333333333333333,,y,wt_ctrl,,,,,,,,,,,,
28,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean18,0.1,10450,500,4,2,y,0,0,9250,10450,0.2583333333333333,31,120.0,57.2,0.4973286812408003,11.0,22.1,2.0,0.016666666666666666,0.23333333333333334,0.5775075987841946,32.9,1.0,0.008333333333333333,,y,wt_ctrl,0.2583333333333333,0.4973286812408003,22.1,2.0,0.016666666666666666,57.2,,,,,,
29,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean18,0.1,16450,500,4,3,y,0,0,15250,16450,0.09166666666666666,11,120.0,,,,,,,0.23333333333333334,0.5775075987841946,32.9,1.0,0.008333333333333333,,y,wt_ctrl,0.2583333333333333,0.4973286812408003,22.1,2.0,0.016666666666666666,57.2,0.09166666666666666,,,,,
30,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean19,0.1,4450,500,4,1,y,0,0,3250,4450,0.7166666666666667,86,120.0,,0.74235807860262,,,,,0.7166666666666667,0.74235807860262,,,,,y,wt_ctrl,,,,,,,,,,,,
31,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean19,0.1,10450,500,4,2,y,0,0,9250,10450,0.7999999999999999,96,120.0,,0.8175559380378656,,,,,0.7166666666666667,0.74235807860262,,,,,y,wt_ctrl,0.7999999999999999,0.8175559380378656,,,,,,,,,,
32,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean19,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.7166666666666667,0.74235807860262,,,,,y,wt_ctrl,0.7999999999999999,0.8175559380378656,,,,,0,,,,,
33,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean2,0.1,4450,500,4,1,y,0,0,3250,4450,0.20833333333333331,25,120.0,,0.44715447154471544,,,,,0.20833333333333331,0.44715447154471544,,,,,y,wt_ctrl,,,,,,,,,,,,
34,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean2,0.1,10450,500,4,2,y,0,0,9250,10450,0.024999999999999998,3,120.0,,,,,,,0.20833333333333331,0.44715447154471544,,,,,y,wt_ctrl,0.024999999999999998,,,,,,,,,,,
35,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean2,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.20833333333333331,0.44715447154471544,,,,,y,wt_ctrl,0.024999999999999998,,,,,,0,,,,,
36,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean21,0.1,4450,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,,,,,y,wt_ctrl,,,,,,,,,,,,
37,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean21,0.1,10450,500,4,2,y,0,0,9250,10450,0.23333333333333334,28,120.0,,0.6617647058823529,,,,,0,,,,,,y,wt_ctrl,0.23333333333333334,0.6617647058823529,,,,,,,,,,
38,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean21,0.1,16450,500,4,3,y,0,0,15250,16450,0.14166666666666666,17,120.0,,,,,,,0,,,,,,y,wt_ctrl,0.23333333333333334,0.6617647058823529,,,,,0.14166666666666666,,,,,
39,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean23,0.1,4450,500,4,1,y,0,0,3250,4450,1.1416666666666666,137,120.0,,1.1409395973154361,,,,,1.1416666666666666,1.1409395973154361,,,,,y,wt_ctrl,,,,,,,,,,,,
40,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean23,0.1,10450,500,4,2,y,0,0,9250,10450,0.6666666666666666,80,120.0,,0.7080504364694471,,,,,1.1416666666666666,1.1409395973154361,,,,,y,wt_ctrl,0.6666666666666666,0.7080504364694471,,,,,,,,,,
41,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean23,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,1.1416666666666666,1.1409395973154361,,,,,y,wt_ctrl,0.6666666666666666,0.7080504364694471,,,,,0,,,,,
42,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean24,0.1,4450,500,4,1,y,0,0,3250,4450,1.0166666666666666,122,120.0,8.3,1.0826470741290035,,,,,1.0166666666666666,1.0826470741290035,,,,8.3,y,wt_ctrl,,,,,,,,,,,,
43,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean24,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,1.0166666666666666,1.0826470741290035,,,,8.3,y,wt_ctrl,0,,,,,,,,,,,
44,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean24,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,1.0166666666666666,1.0826470741290035,,,,8.3,y,wt_ctrl,0,,,,,,0,,,,,
45,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean25,0.1,4450,500,4,1,y,0,0,3250,4450,0.125,15,120.0,,0.5527638190954773,12.0,19.900000000000002,1.0,0.008333333333333333,0.125,0.5527638190954773,19.900000000000002,1.0,0.008333333333333333,,y,wt_ctrl,,,,,,,,,,,,
46,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean25,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.125,0.5527638190954773,19.900000000000002,1.0,0.008333333333333333,,y,wt_ctrl,0,,,,,,,,,,,
47,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean25,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.125,0.5527638190954773,19.900000000000002,1.0,0.008333333333333333,,y,wt_ctrl,0,,,,,,0,,,,,
48,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean26,0.1,4450,500,4,1,y,0,0,3250,4450,0.31666666666666665,38,120.0,3.9000000000000004,0.6054568334350212,15.5,25.05,2.0,0.016666666666666666,0.31666666666666665,0.6054568334350212,25.05,2.0,0.016666666666666666,3.9000000000000004,y,wt_ctrl,,,,,,,,,,,,
49,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean26,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.31666666666666665,0.6054568334350212,25.05,2.0,0.016666666666666666,3.9000000000000004,y,wt_ctrl,0,,,,,,,,,,,
50,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean26,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.31666666666666665,0.6054568334350212,25.05,2.0,0.016666666666666666,3.9000000000000004,y,wt_ctrl,0,,,,,,0,,,,,
51,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean29,0.1,4450,500,4,1,y,0,0,3250,4450,0.03333333333333333,4,120.0,,,,,,,0.03333333333333333,,,,,,y,wt_ctrl,,,,,,,,,,,,
52,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean29,0.1,10450,500,4,2,y,0,0,9250,10450,0.08333333333333333,10,120.0,,,,,,,0.03333333333333333,,,,,,y,wt_ctrl,0.08333333333333333,,,,,,,,,,,
53,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean29,0.1,16450,500,4,3,y,0,0,15250,16450,0.03333333333333333,4,120.0,,,,,,,0.03333333333333333,,,,,,y,wt_ctrl,0.08333333333333333,,,,,,0.03333333333333333,,,,,
54,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean3,0.1,4450,500,4,1,y,0,0,3250,4450,0.65,78,120.0,,0.6547619047619048,,,,,0.65,0.6547619047619048,,,,,y,wt_ctrl,,,,,,,,,,,,
55,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean3,0.1,10450,500,4,2,y,0,0,9250,10450,0.19166666666666665,23,120.0,,0.47058823529411764,,,,,0.65,0.6547619047619048,,,,,y,wt_ctrl,0.19166666666666665,0.47058823529411764,,,,,,,,,,
56,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean3,0.1,16450,500,4,3,y,0,0,15250,16450,0.06666666666666667,8,120.0,,,,,,,0.65,0.6547619047619048,,,,,y,wt_ctrl,0.19166666666666665,0.47058823529411764,,,,,0.06666666666666667,,,,,
57,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean30,0.1,4450,500,4,1,y,0,0,3250,4450,0.10833333333333334,13,120.0,,0.45801526717557256,,,,,0.10833333333333334,0.45801526717557256,,,,,y,wt_ctrl,,,,,,,,,,,,
58,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean30,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.10833333333333334,0.45801526717557256,,,,,y,wt_ctrl,0,,,,,,,,,,,
59,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean30,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.10833333333333334,0.45801526717557256,,,,,y,wt_ctrl,0,,,,,,0,,,,,
60,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean32,0.1,4450,500,4,1,y,0,0,3250,4450,0.5,60,120.0,62.1,1.4114010989010985,18.0,11.9,2.0,0.016666666666666666,0.5,1.4114010989010985,11.9,2.0,0.016666666666666666,62.1,y,wt_ctrl,,,,,,,,,,,,
61,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean32,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.5,1.4114010989010985,11.9,2.0,0.016666666666666666,62.1,y,wt_ctrl,0,,,,,,,,,,,
62,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean32,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.5,1.4114010989010985,11.9,2.0,0.016666666666666666,62.1,y,wt_ctrl,0,,,,,,0,,,,,
63,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean33,0.1,4450,500,4,1,y,0,0,3250,4450,0.575,69,120.0,,0.7971864009378662,,,,,0.575,0.7971864009378662,,,,,y,wt_ctrl,,,,,,,,,,,,
64,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean33,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.575,0.7971864009378662,,,,,y,wt_ctrl,0,,,,,,,,,,,
65,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean33,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.575,0.7971864009378662,,,,,y,wt_ctrl,0,,,,,,0,,,,,
66,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean4,0.1,4450,500,4,1,y,0,0,3250,4450,0.575,69,120.0,,0.7243243243243243,,,,,0.575,0.7243243243243243,,,,,y,wt_ctrl,,,,,,,,,,,,
67,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean4,0.1,10450,500,4,2,y,0,0,9250,10450,0.15,18,120.0,,0.4452054794520548,,,,,0.575,0.7243243243243243,,,,,y,wt_ctrl,0.15,0.4452054794520548,,,,,,,,,,
68,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean4,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.575,0.7243243243243243,,,,,y,wt_ctrl,0.15,0.4452054794520548,,,,,0,,,,,
69,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean5,0.1,4450,500,4,1,y,0,0,3250,4450,0.44999999999999996,54,120.0,32.5,0.6259734310581768,18.0,29.5,2.0,0.016666666666666666,0.44999999999999996,0.6259734310581768,29.5,2.0,0.016666666666666666,32.5,y,wt_ctrl,,,,,,,,,,,,
70,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean5,0.1,10450,500,4,2,y,0,0,9250,10450,0.125,15,120.0,,0.5116279069767441,12.0,21.5,1.0,0.008333333333333333,0.44999999999999996,0.6259734310581768,29.5,2.0,0.016666666666666666,32.5,y,wt_ctrl,0.125,0.5116279069767441,21.5,1.0,0.008333333333333333,,,,,,,
71,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean5,0.1,16450,500,4,3,y,0,0,15250,16450,0.17500000000000002,21,120.0,,0.4081632653061224,17.0,39.2,1.0,0.008333333333333333,0.44999999999999996,0.6259734310581768,29.5,2.0,0.016666666666666666,32.5,y,wt_ctrl,0.125,0.5116279069767441,21.5,1.0,0.008333333333333333,,0.17500000000000002,0.4081632653061224,39.2,1.0,0.008333333333333333,
72,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean6,0.1,4450,500,4,1,y,0,0,3250,4450,0.041666666666666664,5,120.0,,,,,,,0.041666666666666664,,,,,,y,wt_ctrl,,,,,,,,,,,,
73,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean6,0.1,10450,500,4,2,y,0,0,9250,10450,0.03333333333333333,4,120.0,,,,,,,0.041666666666666664,,,,,,y,wt_ctrl,0.03333333333333333,,,,,,,,,,,
74,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean6,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.041666666666666664,,,,,,y,wt_ctrl,0.03333333333333333,,,,,,0,,,,,
75,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean7,0.1,4450,500,4,1,y,0,0,3250,4450,0.21666666666666667,26,120.0,,0.5056179775280899,19.0,35.6,1.0,0.008333333333333333,0.21666666666666667,0.5056179775280899,35.6,1.0,0.008333333333333333,,y,wt_ctrl,,,,,,,,,,,,
76,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean7,0.1,10450,500,4,2,y,0,0,9250,10450,0.15833333333333333,19,120.0,,,,,,,0.21666666666666667,0.5056179775280899,35.6,1.0,0.008333333333333333,,y,wt_ctrl,0.15833333333333333,,,,,,,,,,,
77,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean7,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.21666666666666667,0.5056179775280899,35.6,1.0,0.008333333333333333,,y,wt_ctrl,0.15833333333333333,,,,,,0,,,,,
78,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean8,0.1,4450,500,4,1,y,0,0,3250,4450,0.03333333333333333,4,120.0,,,,,,,0.03333333333333333,,,,,,y,wt_ctrl,,,,,,,,,,,,
79,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean8,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.03333333333333333,,,,,,y,wt_ctrl,0,,,,,,,,,,,
80,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean8,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.03333333333333333,,,,,,y,wt_ctrl,0,,,,,,0,,,,,
81,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean9,0.1,4450,500,4,1,y,0,0,3250,4450,0.27499999999999997,33,120.0,,0.5494505494505494,,,,,0.27499999999999997,0.5494505494505494,,,,,y,wt_ctrl,,,,,,,,,,,,
82,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean9,0.1,10450,500,4,2,y,0,0,9250,10450,0.049999999999999996,6,120.0,,,,,,,0.27499999999999997,0.5494505494505494,,,,,y,wt_ctrl,0.049999999999999996,,,,,,,,,,,
83,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean9,0.1,16450,500,4,3,y,0,0,15250,16450,0,0,120.0,,,,,,,0.27499999999999997,0.5494505494505494,,,,,y,wt_ctrl,0.049999999999999996,,,,,,0,,,,,
84,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean1,0.1,4450,500,4,1,y,0,0,3250,4450,0.325,39,120.0,,0.6126126126126126,,,,,0.325,0.6126126126126126,,,,,y,wt_ctrl,,,,,,,,,,,,
85,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean1,0.1,10450,500,4,2,y,0,0,9250,10450,0,0,120.0,,,,,,,0.325,0.6126126126126126,,,,,y,wt_ctrl,0,,,,,,,,,,,
86,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,10450,Mean1,0.1,16450,500,4,3,y,0,0,15250,16450,0.016666666666666666,2,120.0,,,,,,,0.325,0.6126126126126126,,,,,y,wt_ctrl,0,,,,,,0.016666666666666666,,,,,
