,animal,birthdate,genotype,recording,start,end,cell,dt,angiotensin,potassium,pos,ctrl,TTA-P2,isra,num_events_last120s,activity_last120s,freq_left,bins_left,date,bins_left_v2
14,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean1,0.1,500,4,2,y,0,0,20,0.16666666666666666,0.016666666666666666,8050,230223,3600
15,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean1,0.1,500,4,2,y,0,0,20,0.16666666666666666,0.2,8650,230223,4200
16,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean1,0.1,500,4,2,y,0,0,20,0.16666666666666666,0.0,9250,230223,4800
17,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean1,0.1,500,4,2,y,0,0,20,0.16666666666666666,0.3333333333333333,9850,230223,5400
18,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.23333333333333334,10450,230223,0
19,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.0,11050,230223,600
20,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.45,11650,230223,1200
21,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.2833333333333333,12250,230223,1800
22,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.0,12850,230223,2400
23,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.3,13450,230223,3000
24,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.38333333333333336,14050,230223,3600
25,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.0,14650,230223,4200
26,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.0,15250,230223,4800
27,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.5714285714285714,15850,230223,5400
28,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6333333333333333,0,230223,0
29,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6166666666666667,600,230223,600
30,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6,1200,230223,1200
31,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.35,1800,230223,1800
32,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.0,2400,230223,2400
33,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.5,3000,230223,3000
34,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6,3600,230223,3600
35,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6,4200,230223,4200
36,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.43333333333333335,4450,230223,0
37,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.08333333333333333,5050,230223,600
38,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.4166666666666667,5650,230223,1200
39,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.0,6250,230223,1800
40,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.08333333333333333,6850,230223,2400
41,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.2,7450,230223,3000
42,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.13333333333333333,8050,230223,3600
43,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.0,8650,230223,4200
44,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.48333333333333334,9250,230223,4800
45,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.0,9850,230223,5400
46,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.2833333333333333,10450,230223,0
47,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,11050,230223,600
48,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,11650,230223,1200
49,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,12250,230223,1800
50,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,12850,230223,2400
51,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.35,13450,230223,3000
52,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.05,14050,230223,3600
53,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,14650,230223,4200
54,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,15250,230223,4800
55,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.02857142857142857,15850,230223,5400
56,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.05,0,230223,0
57,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.06666666666666667,600,230223,600
58,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.16666666666666666,1200,230223,1200
59,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.65,1800,230223,1800
60,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.9666666666666667,2400,230223,2400
61,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.9,3000,230223,3000
62,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.5,3600,230223,3600
63,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.0,4200,230223,4200
64,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.1,4450,230223,0
65,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.6833333333333333,5050,230223,600
66,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.2,5650,230223,1200
67,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.0,6250,230223,1800
68,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.08333333333333333,6850,230223,2400
69,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.0,7450,230223,3000
70,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.05,8050,230223,3600
71,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.1,8650,230223,4200
72,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.03333333333333333,9250,230223,4800
73,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.03333333333333333,9850,230223,5400
74,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.26666666666666666,10450,230223,0
75,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,11050,230223,600
76,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.05,11650,230223,1200
77,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,12250,230223,1800
78,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.016666666666666666,12850,230223,2400
79,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,13450,230223,3000
80,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,14050,230223,3600
81,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,14650,230223,4200
82,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,15250,230223,4800
83,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,15850,230223,5400
84,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.0,0,230223,0
85,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.3333333333333333,600,230223,600
86,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.7833333333333333,1200,230223,1200
87,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.6,1800,230223,1800
88,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.0,2400,230223,2400
89,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.5833333333333334,3000,230223,3000
90,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.21666666666666667,3600,230223,3600
91,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.96,4200,230223,4200
92,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.8833333333333333,4450,230223,0
93,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.8166666666666667,5050,230223,600
94,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.06666666666666667,5650,230223,1200
95,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.9833333333333333,6250,230223,1800
96,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.85,6850,230223,2400
97,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.0,7450,230223,3000
98,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.3,8050,230223,3600
99,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.9333333333333333,8650,230223,4200
100,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,1.0,9250,230223,4800
101,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.15,9850,230223,5400
102,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.5666666666666667,10450,230223,0
103,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.23333333333333334,11050,230223,600
104,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,11650,230223,1200
105,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,12250,230223,1800
106,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.08333333333333333,12850,230223,2400
107,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,13450,230223,3000
108,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.4666666666666667,14050,230223,3600
109,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.7333333333333333,14650,230223,4200
110,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.016666666666666666,15250,230223,4800
111,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,15850,230223,5400
112,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.0,0,230223,0
113,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.0,600,230223,600
114,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.0,1200,230223,1200
115,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.4,1800,230223,1800
116,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.9666666666666667,2400,230223,2400
117,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.3,3000,230223,3000
118,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.75,3600,230223,3600
119,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.08,4200,230223,4200
120,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.13333333333333333,4450,230223,0
121,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.75,5050,230223,600
122,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.05,5650,230223,1200
123,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.016666666666666666,6250,230223,1800
124,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.0,6850,230223,2400
125,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.05,7450,230223,3000
126,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.016666666666666666,8050,230223,3600
127,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.016666666666666666,8650,230223,4200
128,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.03333333333333333,9250,230223,4800
129,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.03333333333333333,9850,230223,5400
130,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.5166666666666667,10450,230223,0
131,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.03333333333333333,11050,230223,600
132,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,11650,230223,1200
133,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,12250,230223,1800
134,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,12850,230223,2400
135,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.05,13450,230223,3000
136,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.35,14050,230223,3600
137,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.05,14650,230223,4200
138,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,15250,230223,4800
139,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,15850,230223,5400
140,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.13333333333333333,0,230223,0
141,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.016666666666666666,600,230223,600
142,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.03333333333333333,1200,230223,1200
143,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.0,1800,230223,1800
144,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.0,2400,230223,2400
145,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.08333333333333333,3000,230223,3000
146,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.6166666666666667,3600,230223,3600
