,animal,birthdate,genotype,recording,start,cell,dt,end,angiotensin,potassium,pos,ctrl,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,burst_length_pos1,burst_n_pos1,burst_per_cell_per_sec_pos1,ISI_pos1,control,genotype_2,activity_pos2,freq_pos2,burst_length_pos2,burst_n_pos2,burst_per_cell_per_sec_pos2,ISI_pos2,activity_pos3,freq_pos3,burst_length_pos3,burst_n_pos3,burst_per_cell_per_sec_pos3,ISI_pos3,freq_exist,count,rel_activity,rel_intraburst_freq,rel_freq_pos1
10,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean12,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.575,69,120.0,,0.988372093023256,,,,,0.5499999999999999,0.8368005527948484,,,,43.5,y,wt_ctrl,0.575,0.988372093023256,,,,,,,,,,,1.0,9.0,1.8153409090909094,1.334205966947507,1.0329935792250229
11,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean12,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0083333333333333,1,120.0,,,,,,,0.5499999999999999,0.8368005527948484,,,,43.5,y,wt_ctrl,0.575,0.988372093023256,,,,,0.0083333333333333,,,,,,,2.0,0.0412790697674417,,1.0329935792250229
12,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean13,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.3999999999999999,48,120.0,,0.8576998050682262,45.0,51.3,1.0,0.0083333333333333,0.3999999999999999,0.8576998050682262,51.3,1.0,0.0083333333333333,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.6626912107855846,1.0587927894871316,1.0587927894871316
13,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean13,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0333333333333333,4,120.0,,,,,,,0.3999999999999999,0.8576998050682262,51.3,1.0,0.0083333333333333,,y,wt_ctrl,0.0333333333333333,,,,,,,,,,,,,9.0,0.10523715415019753,,1.0587927894871316
14,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean13,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.3999999999999999,0.8576998050682262,51.3,1.0,0.0083333333333333,,y,wt_ctrl,0.0333333333333333,,,,,,0.0,,,,,,,2.0,0.0,,1.0587927894871316
15,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean14,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.5583333333333332,67,120.0,,0.8733624454148472,,,,,0.5583333333333332,0.8733624454148472,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.9250064817215451,1.078127632010517,1.078127632010517
16,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean14,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.1083333333333333,13,120.0,,,,,,,0.5583333333333332,0.8733624454148472,,,,,y,wt_ctrl,0.1083333333333333,,,,,,,,,,,,,9.0,0.3420207509881422,,1.078127632010517
17,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean14,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0333333333333333,4,120.0,,,,,,,0.5583333333333332,0.8733624454148472,,,,,y,wt_ctrl,0.1083333333333333,,,,,,0.0333333333333333,,,,,,,2.0,0.16511627906976728,,1.078127632010517
18,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean16,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.5,60,120.0,17.900000000000002,0.5246485386607473,,,,,0.5,0.5246485386607473,,,,17.900000000000002,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.8283640134819809,0.6476556091845828,0.6476556091845828
19,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean16,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0,0,120.0,,,,,,,0.5,0.5246485386607473,,,,17.900000000000002,y,wt_ctrl,0.0,,,,,,,,,,,,,9.0,0.0,,0.6476556091845828
20,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean16,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.5,0.5246485386607473,,,,17.900000000000002,y,wt_ctrl,0.0,,,,,,0.0,,,,,,,2.0,0.0,,0.6476556091845828
21,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean17,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.5249999999999999,63,120.0,,0.8137931034482758,60.0,72.5,1.0,0.0083333333333333,0.5249999999999999,0.8137931034482758,72.5,1.0,0.0083333333333333,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.8697822141560797,1.0045918921444204,1.0045918921444204
22,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean17,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0333333333333333,4,120.0,,,,,,,0.5249999999999999,0.8137931034482758,72.5,1.0,0.0083333333333333,,y,wt_ctrl,0.0333333333333333,,,,,,,,,,,,,9.0,0.10523715415019753,,1.0045918921444204
23,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean17,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.5249999999999999,0.8137931034482758,72.5,1.0,0.0083333333333333,,y,wt_ctrl,0.0333333333333333,,,,,,0.0,,,,,,,2.0,0.0,,1.0045918921444204
24,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean18,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.2333333333333333,28,120.0,,0.5775075987841946,20.0,32.9,1.0,0.0083333333333333,0.2333333333333333,0.5775075987841946,32.9,1.0,0.0083333333333333,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.3865698729582577,0.7129078004373495,0.7129078004373495
25,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean18,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.2583333333333333,31,120.0,57.2,0.4973286812408003,11.0,22.1,2.0,0.0166666666666666,0.2333333333333333,0.5775075987841946,32.9,1.0,0.0083333333333333,,y,wt_ctrl,0.2583333333333333,0.4973286812408003,22.1,2.0,0.0166666666666666,57.2,,,,,,,1.0,9.0,0.8155879446640317,0.6713452339755587,0.7129078004373495
26,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean18,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0916666666666666,11,120.0,,,,,,,0.2333333333333333,0.5775075987841946,32.9,1.0,0.0083333333333333,,y,wt_ctrl,0.2583333333333333,0.4973286812408003,22.1,2.0,0.0166666666666666,57.2,0.0916666666666666,,,,,,,2.0,0.45406976744186023,,0.7129078004373495
27,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean19,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.7166666666666667,86,120.0,,0.74235807860262,,,,,0.7166666666666667,0.74235807860262,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,1.187321752657506,0.9164084872089394,0.9164084872089394
28,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean19,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.7999999999999999,96,120.0,,0.8175559380378656,,,,,0.7166666666666667,0.74235807860262,,,,,y,wt_ctrl,0.7999999999999999,0.8175559380378656,,,,,,,,,,,1.0,9.0,2.525691699604743,1.1036208109710568,0.9164084872089394
29,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean19,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.7166666666666667,0.74235807860262,,,,,y,wt_ctrl,0.7999999999999999,0.8175559380378656,,,,,0.0,,,,,,,2.0,0.0,,0.9164084872089394
30,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean2,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.2083333333333333,25,120.0,,0.4471544715447154,,,,,0.2083333333333333,0.4471544715447154,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.3451516722841586,0.5519925823240838,0.5519925823240838
31,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean2,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0249999999999999,3,120.0,,,,,,,0.2083333333333333,0.4471544715447154,,,,,y,wt_ctrl,0.0249999999999999,,,,,,,,,,,,,9.0,0.07892786561264792,,0.5519925823240838
32,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean2,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.2083333333333333,0.4471544715447154,,,,,y,wt_ctrl,0.0249999999999999,,,,,,0.0,,,,,,,2.0,0.0,,0.5519925823240838
33,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean23,0.1,4450,500,4,1,y,0,0.0,3250,4450,1.1416666666666666,137,120.0,,1.140939597315436,,,,,1.1416666666666666,1.140939597315436,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,1.8914311641171895,1.4084398897372288,1.4084398897372288
34,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean23,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.6666666666666666,80,120.0,,0.7080504364694471,,,,,1.1416666666666666,1.140939597315436,,,,,y,wt_ctrl,0.6666666666666666,0.7080504364694471,,,,,,,,,,,1.0,9.0,2.1047430830039526,0.9557990597930561,1.4084398897372288
35,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean23,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,1.1416666666666666,1.140939597315436,,,,,y,wt_ctrl,0.6666666666666666,0.7080504364694471,,,,,0.0,,,,,,,2.0,0.0,,1.4084398897372288
36,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean24,0.1,4450,500,4,1,y,0,0.0,3250,4450,1.0166666666666666,122,120.0,8.3,1.0826470741290035,,,,,1.0166666666666666,1.0826470741290035,,,,8.3,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,1.6843401607466943,1.3364803266522207,1.3364803266522207
37,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean24,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0,0,120.0,,,,,,,1.0166666666666666,1.0826470741290035,,,,8.3,y,wt_ctrl,0.0,,,,,,,,,,,,,9.0,0.0,,1.3364803266522207
38,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean24,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,1.0166666666666666,1.0826470741290035,,,,8.3,y,wt_ctrl,0.0,,,,,,0.0,,,,,,,2.0,0.0,,1.3364803266522207
39,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean26,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.3166666666666666,38,120.0,3.9,0.6054568334350212,15.5,25.05,2.0,0.0166666666666666,0.3166666666666666,0.6054568334350212,25.05,2.0,0.0166666666666666,3.9,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.524630541871921,0.7474099047226889,0.7474099047226889
40,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean26,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0,0,120.0,,,,,,,0.3166666666666666,0.6054568334350212,25.05,2.0,0.0166666666666666,3.9,y,wt_ctrl,0.0,,,,,,,,,,,,,9.0,0.0,,0.7474099047226889
41,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean26,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.3166666666666666,0.6054568334350212,25.05,2.0,0.0166666666666666,3.9,y,wt_ctrl,0.0,,,,,,0.0,,,,,,,2.0,0.0,,0.7474099047226889
42,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean3,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.65,78,120.0,,0.6547619047619048,,,,,0.65,0.6547619047619048,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,1.0768732175265752,0.808274852688837,0.808274852688837
43,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean3,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.1916666666666666,23,120.0,,0.4705882352941176,,,,,0.65,0.6547619047619048,,,,,y,wt_ctrl,0.1916666666666666,0.4705882352941176,,,,,,,,,,,1.0,9.0,0.6051136363636362,0.6352482389341761,0.808274852688837
44,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean3,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0666666666666666,8,120.0,,,,,,,0.65,0.6547619047619048,,,,,y,wt_ctrl,0.1916666666666666,0.4705882352941176,,,,,0.0666666666666666,,,,,,,2.0,0.33023255813953456,,0.808274852688837
45,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean32,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.5,60,120.0,62.1,1.4114010989010983,18.0,11.9,2.0,0.0166666666666666,0.5,1.4114010989010983,11.9,2.0,0.0166666666666666,62.1,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.8283640134819809,1.7423127506386986,1.7423127506386986
46,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean32,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0,0,120.0,,,,,,,0.5,1.4114010989010983,11.9,2.0,0.0166666666666666,62.1,y,wt_ctrl,0.0,,,,,,,,,,,,,9.0,0.0,,1.7423127506386986
47,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean32,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.5,1.4114010989010983,11.9,2.0,0.0166666666666666,62.1,y,wt_ctrl,0.0,,,,,,0.0,,,,,,,2.0,0.0,,1.7423127506386986
48,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean33,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.575,69,120.0,,0.7971864009378662,,,,,0.575,0.7971864009378662,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.9526186155042778,0.9840916462876769,0.9840916462876769
49,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean33,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0,0,120.0,,,,,,,0.575,0.7971864009378662,,,,,y,wt_ctrl,0.0,,,,,,,,,,,,,9.0,0.0,,0.9840916462876769
50,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean33,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.575,0.7971864009378662,,,,,y,wt_ctrl,0.0,,,,,,0.0,,,,,,,2.0,0.0,,0.9840916462876769
51,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean4,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.575,69,120.0,,0.7243243243243243,,,,,0.575,0.7243243243243243,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.9526186155042778,0.8941466085371547,0.8941466085371547
52,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean4,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.15,18,120.0,,0.4452054794520548,,,,,0.575,0.7243243243243243,,,,,y,wt_ctrl,0.15,0.4452054794520548,,,,,,,,,,,1.0,9.0,0.4735671936758894,0.6009839931697473,0.8941466085371547
53,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean4,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.575,0.7243243243243243,,,,,y,wt_ctrl,0.15,0.4452054794520548,,,,,0.0,,,,,,,2.0,0.0,,0.8941466085371547
54,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean5,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.4499999999999999,54,120.0,32.5,0.6259734310581768,18.0,29.5,2.0,0.0166666666666666,0.4499999999999999,0.6259734310581768,29.5,2.0,0.0166666666666666,32.5,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.7455276121337826,0.7727367446028471,0.7727367446028471
55,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean5,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.125,15,120.0,,0.5116279069767441,12.0,21.5,1.0,0.0083333333333333,0.4499999999999999,0.6259734310581768,29.5,2.0,0.0166666666666666,32.5,y,wt_ctrl,0.125,0.5116279069767441,21.5,1.0,0.0083333333333333,,,,,,,,1.0,9.0,0.3946393280632412,0.6906477946551799,0.7727367446028471
56,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean5,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.175,21,120.0,,0.4081632653061224,17.0,39.2,1.0,0.0083333333333333,0.4499999999999999,0.6259734310581768,29.5,2.0,0.0166666666666666,32.5,y,wt_ctrl,0.125,0.5116279069767441,21.5,1.0,0.0083333333333333,,0.175,0.4081632653061224,39.2,1.0,0.0083333333333333,,1.0,2.0,0.8668604651162791,0.5522419248178175,0.7727367446028471
57,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean7,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.2166666666666666,26,120.0,,0.5056179775280899,19.0,35.6,1.0,0.0083333333333333,0.2166666666666666,0.5056179775280899,35.6,1.0,0.0083333333333333,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.3589577391755249,0.6241632161723808,0.6241632161723808
58,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean7,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.1583333333333333,19,120.0,,,,,,,0.2166666666666666,0.5056179775280899,35.6,1.0,0.0083333333333333,,y,wt_ctrl,0.1583333333333333,,,,,,,,,,,,,9.0,0.4998764822134387,,0.6241632161723808
59,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean7,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.2166666666666666,0.5056179775280899,35.6,1.0,0.0083333333333333,,y,wt_ctrl,0.1583333333333333,,,,,,0.0,,,,,,,2.0,0.0,,0.6241632161723808
60,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean9,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.2749999999999999,33,120.0,,0.5494505494505494,,,,,0.2749999999999999,0.5494505494505494,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,21.0,0.45560020741508933,0.678272603654968,0.678272603654968
61,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean9,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0499999999999999,6,120.0,,,,,,,0.2749999999999999,0.5494505494505494,,,,,y,wt_ctrl,0.0499999999999999,,,,,,,,,,,,,9.0,0.15785573122529614,,0.678272603654968
62,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,Mean9,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0,0,120.0,,,,,,,0.2749999999999999,0.5494505494505494,,,,,y,wt_ctrl,0.0499999999999999,,,,,,0.0,,,,,,,2.0,0.0,,0.678272603654968
63,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean1,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.325,39,120.0,,0.6126126126126126,,,,,0.325,0.6126126126126126,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,20.0,0.5384366087632876,0.7562434002553049,0.7562434002553049
64,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean1,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.0,0,120.0,,,,,,,0.325,0.6126126126126126,,,,,y,wt_ctrl,0.0,,,,,,,,,,,,,13.0,0.0,,0.7562434002553049
65,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,10450,Mean1,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.0166666666666666,2,120.0,,,,,,,0.325,0.6126126126126126,,,,,y,wt_ctrl,0.0,,,,,,0.0166666666666666,,,,,,,8.0,0.0825581395348834,,0.7562434002553049
66,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean10,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.8666666666666667,104,120.0,,1.0607621009268795,,,,,0.8666666666666667,1.0607621009268795,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,20.0,1.4358309567021001,1.3094642871386233,1.3094642871386233
67,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean10,0.1,10450,500,4,2,y,0,0.0,9250,10450,0.2083333333333333,25,120.0,,0.9655172413793104,15.0,14.5,1.0,0.0083333333333333,0.8666666666666667,1.0607621009268795,,,,,y,wt_ctrl,0.2083333333333333,0.9655172413793104,14.5,1.0,0.0083333333333333,,,,,,,,1.0,13.0,0.6577322134387351,1.3033541453994306,1.3094642871386233
68,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,10450,Mean10,0.1,16450,500,4,3,y,0,0.0,15250,16450,0.1083333333333333,13,120.0,,,,,,,0.8666666666666667,1.0607621009268795,,,,,y,wt_ctrl,0.2083333333333333,0.9655172413793104,14.5,1.0,0.0083333333333333,,0.1083333333333333,,,,,,,8.0,0.5366279069767441,,1.3094642871386233
69,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean14,0.1,4450,500,4,1,y,0,0.0,3250,4450,0.9083333333333332,109,120.0,,0.906040268456376,,,,,0.9083333333333332,0.906040268456376,,,,,y,wt_ctrl,,,,,,,,,,,,,1.0,20.0,1.5048612911589316,1.1184669712619173,1.1184669712619173
