,animal,birthdate,genotype,recording,start,end,cell,dt,angiotensin,potassium,pos,ctrl,TTA-P2,isra,num_events_last120s,activity_last120s,freq_right,bins_right,date,bins_right_v2
19,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.0,10800,230223,-5400
20,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.21666666666666667,11400,230223,-4800
21,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.4666666666666667,12000,230223,-4200
22,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.05,12600,230223,-3600
23,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.06666666666666667,13200,230223,-3000
24,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.5333333333333333,13800,230223,-2400
25,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.08333333333333333,14400,230223,-1800
26,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.0,15000,230223,-1200
27,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean1,0.1,500,4,3,y,0,0,20,0.16666666666666666,0.3333333333333333,15600,230223,-600
28,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6,0,230223,-4450
29,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6333333333333333,250,230223,-4200
30,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6333333333333333,850,230223,-3600
31,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6333333333333333,1450,230223,-3000
32,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.05,2050,230223,-2400
33,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.2,2650,230223,-1800
34,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.55,3250,230223,-1200
35,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean10,0.1,500,4,1,y,0,0,69,0.575,0.6,3850,230223,-600
36,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.43333333333333335,4450,230223,-6000
37,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.08333333333333333,5050,230223,-5400
38,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.4166666666666667,5650,230223,-4800
39,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.0,6250,230223,-4200
40,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.08333333333333333,6850,230223,-3600
41,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.2,7450,230223,-3000
42,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.13333333333333333,8050,230223,-2400
43,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.0,8650,230223,-1800
44,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.48333333333333334,9250,230223,-1200
45,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean10,0.1,500,4,2,y,0,0,29,0.24166666666666664,0.0,9850,230223,-600
46,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.37142857142857144,10450,230223,-5750
47,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.06666666666666667,10800,230223,-5400
48,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,11400,230223,-4800
49,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,12000,230223,-4200
50,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,12600,230223,-3600
51,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.16666666666666666,13200,230223,-3000
52,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.23333333333333334,13800,230223,-2400
53,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,14400,230223,-1800
54,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.0,15000,230223,-1200
55,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean10,0.1,500,4,3,y,0,0,1,0.008333333333333333,0.016666666666666666,15600,230223,-600
56,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.04,0,230223,-4450
57,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.05,250,230223,-4200
58,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.06666666666666667,850,230223,-3600
59,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.3333333333333333,1450,230223,-3000
60,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.8666666666666667,2050,230223,-2400
61,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.9666666666666667,2650,230223,-1800
62,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.7833333333333333,3250,230223,-1200
63,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean11,0.1,500,4,1,y,0,0,60,0.5,0.21666666666666667,3850,230223,-600
64,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.11666666666666667,4450,230223,-6000
65,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.6666666666666666,5050,230223,-5400
66,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.2,5650,230223,-4800
67,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.0,6250,230223,-4200
68,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.08333333333333333,6850,230223,-3600
69,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.0,7450,230223,-3000
70,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.05,8050,230223,-2400
71,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.1,8650,230223,-1800
72,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.03333333333333333,9250,230223,-1200
73,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean11,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.03333333333333333,9850,230223,-600
74,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.02857142857142857,10450,230223,-5750
75,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.25,10800,230223,-5400
76,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.03333333333333333,11400,230223,-4800
77,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.016666666666666666,12000,230223,-4200
78,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.016666666666666666,12600,230223,-3600
79,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,13200,230223,-3000
80,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,13800,230223,-2400
81,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,14400,230223,-1800
82,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,15000,230223,-1200
83,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean11,0.1,500,4,3,y,0,0,0,0,0.0,15600,230223,-600
84,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.0,0,230223,-4450
85,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.0,250,230223,-4200
86,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.65,850,230223,-3600
87,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.8166666666666667,1450,230223,-3000
88,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.25,2050,230223,-2400
89,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.11666666666666667,2650,230223,-1800
90,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.65,3250,230223,-1200
91,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean12,0.1,500,4,1,y,0,0,66,0.5499999999999999,0.43333333333333335,3850,230223,-600
92,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.8833333333333333,4450,230223,-6000
93,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.8166666666666667,5050,230223,-5400
94,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.06666666666666667,5650,230223,-4800
95,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.9833333333333333,6250,230223,-4200
96,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.85,6850,230223,-3600
97,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.0,7450,230223,-3000
98,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.3,8050,230223,-2400
99,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.9333333333333333,8650,230223,-1800
100,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,1.0,9250,230223,-1200
101,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean12,0.1,500,4,2,y,0,0,69,0.575,0.15,9850,230223,-600
102,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.4,10450,230223,-5750
103,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.5666666666666667,10800,230223,-5400
104,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,11400,230223,-4800
105,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,12000,230223,-4200
106,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.08333333333333333,12600,230223,-3600
107,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,13200,230223,-3000
108,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.16666666666666666,13800,230223,-2400
109,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.7333333333333333,14400,230223,-1800
110,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.31666666666666665,15000,230223,-1200
111,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean12,0.1,500,4,3,y,0,0,19,0.15833333333333333,0.0,15600,230223,-600
112,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.0,0,230223,-4450
113,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.0,250,230223,-4200
114,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.0,850,230223,-3600
115,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.05,1450,230223,-3000
116,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.75,2050,230223,-2400
117,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.85,2650,230223,-1800
118,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.25,3250,230223,-1200
119,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean13,0.1,500,4,1,y,0,0,48,0.39999999999999997,0.55,3850,230223,-600
120,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.13333333333333333,4450,230223,-6000
121,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.75,5050,230223,-5400
122,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.05,5650,230223,-4800
123,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.016666666666666666,6250,230223,-4200
124,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.0,6850,230223,-3600
125,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.05,7450,230223,-3000
126,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.016666666666666666,8050,230223,-2400
127,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.016666666666666666,8650,230223,-1800
128,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.03333333333333333,9250,230223,-1200
129,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,10450,Mean13,0.1,500,4,2,y,0,0,4,0.03333333333333333,0.03333333333333333,9850,230223,-600
130,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.45714285714285713,10450,230223,-5750
131,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.2833333333333333,10800,230223,-5400
132,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,11400,230223,-4800
133,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,12000,230223,-4200
134,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,12600,230223,-3600
135,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,13200,230223,-3000
136,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.26666666666666666,13800,230223,-2400
137,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.18333333333333332,14400,230223,-1800
138,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,15000,230223,-1200
139,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,10450,16200,Mean13,0.1,500,4,3,y,0,0,0,0,0.0,15600,230223,-600
140,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.32,0,230223,-4450
141,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.016666666666666666,250,230223,-4200
142,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.0,850,230223,-3600
143,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.03333333333333333,1450,230223,-3000
144,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,4450,Mean14,0.1,500,4,1,y,0,0,67,0.5583333333333332,0.0,2050,230223,-2400
