,animal,birthdate,genotype,recording,start,end,start_corr,cell,dt,angiotensin,potassium,pos,ctrl,TTA-P2,isra,mean_ca_burst,len_burst,mean_ca_baseline,len_baseline,percentage_time_baseline,percentage_time_burst
13,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean13,0.1,100.0,4,2,y,0,0,926.652275934941,213.8,795.4280252611844,26.200000000000003,10.916666666666668,89.08333333333334
14,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean13,0.1,100.0,4,3,y,0,0,864.6245791568819,240.10000000000002,,0,0.0,100.04166666666667
15,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean13,0.1,500.0,4,4,y,0,0,810.8167282531027,240.10000000000002,,0,0.0,100.04166666666667
16,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean16,0.1,0.0,4,1,y,0,0,,0,863.980829742541,240.0,100.0,0.0
17,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean16,0.1,100.0,4,2,y,0,0,992.9468209849722,6.5,893.019010091782,233.5,97.29166666666667,2.7083333333333335
18,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean16,0.1,100.0,4,3,y,0,0,,0,865.1141224702977,240.0,100.0,0.0
19,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean16,0.1,500.0,4,4,y,0,0,1104.7450102067348,166.3,1067.9972824684114,73.7,30.708333333333332,69.29166666666667
20,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean18,0.1,0.0,4,1,y,0,0,,0,930.2318111327112,240.0,100.0,0.0
21,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean18,0.1,100.0,4,2,y,0,0,1219.845763944529,55.5,839.8192124383614,184.5,76.875,23.125
22,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean18,0.1,100.0,4,3,y,0,0,1141.5456027304338,86.9,822.7625706665463,153.1,63.79166666666667,36.208333333333336
23,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean18,0.1,500.0,4,4,y,0,0,1012.386490420143,122.60000000000001,790.9659811180039,117.5,48.95833333333333,51.083333333333336
24,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean2,0.1,0.0,4,1,y,0,0,827.5820792192382,8.4,637.7393035834759,231.70000000000002,96.54166666666667,3.5000000000000004
25,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean2,0.1,100.0,4,2,y,0,0,930.0506692757269,72.4,634.182966970096,167.60000000000002,69.83333333333334,30.166666666666668
26,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean2,0.1,100.0,4,3,y,0,0,1123.9748732368328,96.4,684.448320230279,143.6,59.83333333333333,40.166666666666664
27,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean2,0.1,500.0,4,4,y,0,0,991.2932666208596,164.9,715.8958352444324,75.2,31.333333333333336,68.70833333333334
28,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean20,0.1,0.0,4,1,y,0,0,,0,802.8206864517973,240.0,100.0,0.0
29,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean20,0.1,100.0,4,2,y,0,0,1191.352644235381,39.300000000000004,882.9769677245138,200.8,83.66666666666667,16.375
30,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean20,0.1,100.0,4,3,y,0,0,1076.3289306445997,112.2,851.6030012095514,127.80000000000001,53.25000000000001,46.75
31,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean20,0.1,500.0,4,4,y,0,0,1097.9643231594964,204.3,852.5390042614707,35.800000000000004,14.91666666666667,85.125
32,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean21,0.1,0.0,4,1,y,0,0,,0,859.325526737009,240.0,100.0,0.0
33,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean21,0.1,100.0,4,2,y,0,0,1463.5014317269079,101.7,964.1970572950632,138.4,57.666666666666664,42.375
34,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean21,0.1,100.0,4,3,y,0,0,1455.6010494471223,240.10000000000002,,0,0.0,100.04166666666667
35,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean21,0.1,500.0,4,4,y,0,0,1357.910491655413,240.10000000000002,,0,0.0,100.04166666666667
36,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean22,0.1,0.0,4,1,y,0,0,,0,1030.429900590285,240.0,100.0,0.0
37,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean22,0.1,100.0,4,2,y,0,0,1493.5826734528519,108.0,1000.832628219509,132.0,55.00000000000001,45.0
38,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean22,0.1,100.0,4,3,y,0,0,1293.7330311339654,106.9,951.3013206033669,133.1,55.45833333333333,44.54166666666667
39,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean22,0.1,500.0,4,4,y,0,0,1338.3741691301504,182.60000000000002,1008.0319574722145,57.5,23.958333333333336,76.08333333333334
40,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean23,0.1,0.0,4,1,y,0,0,,0,899.8520995675384,240.0,100.0,0.0
41,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean23,0.1,100.0,4,2,y,0,0,1285.3074537735706,57.300000000000004,1001.5965881056405,182.8,76.16666666666667,23.875
42,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean23,0.1,100.0,4,3,y,0,0,1284.9007751409972,142.8,1023.9041409837023,97.30000000000001,40.54166666666667,59.50000000000001
43,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean23,0.1,500.0,4,4,y,0,0,1155.4293988408558,127.9,1038.3084522154236,112.2,46.75,53.29166666666667
44,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean24,0.1,0.0,4,1,y,0,0,,0,596.5801271498534,240.0,100.0,0.0
45,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean24,0.1,100.0,4,2,y,0,0,1553.6189201300085,91.80000000000001,723.0067505197533,148.3,61.791666666666664,38.25000000000001
46,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean24,0.1,100.0,4,3,y,0,0,1335.7770611442782,73.9,678.2188224357136,166.10000000000002,69.20833333333334,30.791666666666668
47,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean24,0.1,500.0,4,4,y,0,0,1207.1059289686157,132.1,723.7331128721459,107.9,44.958333333333336,55.041666666666664
48,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean25,0.1,0.0,4,1,y,0,0,,0,977.023240729818,240.0,100.0,0.0
49,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean25,0.1,100.0,4,2,y,0,0,1290.8840401666464,37.2,1050.5970496904895,202.8,84.50000000000001,15.5
50,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean25,0.1,100.0,4,3,y,0,0,1243.2382076952656,95.30000000000001,1017.2227579394787,144.8,60.333333333333336,39.70833333333334
51,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean25,0.1,500.0,4,4,y,0,0,1290.6093260863242,148.6,996.7946613603199,91.5,38.125,61.916666666666664
52,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean3,0.1,0.0,4,1,y,0,0,,0,895.3602506253991,240.0,100.0,0.0
53,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean3,0.1,100.0,4,2,y,0,0,1152.347946363861,55.7,889.5519031983737,184.4,76.83333333333333,23.208333333333332
54,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean3,0.1,100.0,4,3,y,0,0,1244.3861135129237,187.5,1160.0806082102715,52.5,21.875,78.125
55,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean3,0.1,500.0,4,4,y,0,0,,0,1378.8227339060536,240.0,100.0,0.0
56,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean4,0.1,0.0,4,1,y,0,0,,0,635.9962458739353,240.0,100.0,0.0
57,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean4,0.1,100.0,4,2,y,0,0,954.9732830053679,67.2,682.9234063052709,172.8,72.00000000000001,28.000000000000004
58,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean4,0.1,100.0,4,3,y,0,0,928.8916905459357,64.5,680.9091264036044,175.5,73.125,26.875
59,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean4,0.1,500.0,4,4,y,0,0,1013.4354302200039,95.30000000000001,979.6776684950836,144.70000000000002,60.29166666666668,39.70833333333334
60,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean5,0.1,0.0,4,1,y,0,0,,0,862.0273934978784,240.0,100.0,0.0
61,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean5,0.1,100.0,4,2,y,0,0,1023.3371315799055,70.5,861.726999557737,169.5,70.625,29.375
62,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean5,0.1,100.0,4,3,y,0,0,952.8475226718864,61.2,824.5778806722222,178.8,74.5,25.5
63,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean5,0.1,500.0,4,4,y,0,0,933.9346610946602,166.5,854.9533454620049,73.60000000000001,30.66666666666667,69.375
64,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean6,0.1,0.0,4,1,y,0,0,,0,687.1551779644727,240.0,100.0,0.0
65,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean6,0.1,100.0,4,2,y,0,0,955.6911103349277,110.0,767.3837847133912,130.0,54.166666666666664,45.83333333333333
66,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean6,0.1,100.0,4,3,y,0,0,,0,737.8046307780164,240.0,100.0,0.0
67,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean6,0.1,500.0,4,4,y,0,0,935.9096605875526,240.10000000000002,,0,0.0,100.04166666666667
68,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean7,0.1,0.0,4,1,y,0,0,,0,1209.3012717992012,240.0,100.0,0.0
69,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean7,0.1,100.0,4,2,y,0,0,,0,1168.9999915113187,240.0,100.0,0.0
70,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean7,0.1,100.0,4,3,y,0,0,1397.740877154164,73.9,1068.4676274769374,166.10000000000002,69.20833333333334,30.791666666666668
71,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean7,0.1,500.0,4,4,y,0,0,,0,1241.9797220156552,240.0,100.0,0.0
72,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,0,4450,2050,Mean9,0.1,0.0,4,1,y,0,0,,0,1080.0636145752321,240.0,100.0,0.0
73,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,4450,10450,8050,Mean9,0.1,100.0,4,2,y,0,0,1467.541831822959,66.4,1030.5284054504648,173.60000000000002,72.33333333333334,27.666666666666668
74,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,10450,16450,14050,Mean9,0.1,100.0,4,3,y,0,0,1368.0995342386238,211.60000000000002,1278.0209064596286,28.400000000000002,11.833333333333334,88.16666666666667
75,114001,2022-10-1,wt,230223_slice03_ttap2_isra_ctrl_results.csv,16450,22450,20050,Mean9,0.1,500.0,4,4,y,0,0,,0,1322.2741190498111,240.0,100.0,0.0
76,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean1,0.1,0.0,4,1,n,0,0,891.9109187648762,203.20000000000002,722.6288253295717,36.800000000000004,15.333333333333336,84.66666666666669
77,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean1,0.1,100.0,4,2,n,0,0,970.9159584693214,240.10000000000002,,0,0.0,100.04166666666667
78,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean1,0.1,100.0,4,3,n,5,0.3,,0,711.0120087235968,240.0,100.0,0.0
79,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean1,0.1,500.0,4,4,n,5,0.3,,0,775.1634541725002,240.0,100.0,0.0
80,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean10,0.1,0.0,4,1,n,0,0,,0,753.1134592128989,240.0,100.0,0.0
81,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean10,0.1,100.0,4,2,n,0,0,1204.7252714282206,90.30000000000001,932.2480239581092,149.8,62.41666666666668,37.625
82,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean10,0.1,100.0,4,3,n,5,0.3,,0,859.4581420290787,240.0,100.0,0.0
83,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean10,0.1,500.0,4,4,n,5,0.3,,0,722.4811747596284,240.0,100.0,0.0
84,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean11,0.1,0.0,4,1,n,0,0,,0,967.6911168719679,240.0,100.0,0.0
85,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean11,0.1,100.0,4,2,n,0,0,1232.7319021745752,96.2,982.7741669022205,143.9,59.958333333333336,40.08333333333333
86,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean11,0.1,100.0,4,3,n,5,0.3,,0,1036.125286294713,240.0,100.0,0.0
87,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean11,0.1,500.0,4,4,n,5,0.3,,0,1247.0174688847278,240.0,100.0,0.0
88,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean12,0.1,0.0,4,1,n,0,0,1037.4925742058192,157.8,881.7227720275048,82.30000000000001,34.29166666666667,65.75000000000001
89,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean12,0.1,100.0,4,2,n,0,0,1027.6156789493914,98.9,876.1512932998623,141.20000000000002,58.833333333333336,41.208333333333336
90,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean12,0.1,100.0,4,3,n,5,0.3,,0,915.3142695238347,240.0,100.0,0.0
91,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean12,0.1,500.0,4,4,n,5,0.3,,0,1005.9925454441266,240.0,100.0,0.0
92,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean13,0.1,0.0,4,1,n,0,0,,0,1071.7766890404152,240.0,100.0,0.0
93,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean13,0.1,100.0,4,2,n,0,0,1476.8504850383003,134.20000000000002,1254.399099894842,105.9,44.125,55.91666666666667
94,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean13,0.1,100.0,4,3,n,5,0.3,,0,1092.1133623494277,240.0,100.0,0.0
95,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean13,0.1,500.0,4,4,n,5,0.3,,0,914.9251357747737,240.0,100.0,0.0
96,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean14,0.1,0.0,4,1,n,0,0,,0,1036.4466219151668,240.0,100.0,0.0
97,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean14,0.1,100.0,4,2,n,0,0,1318.3841077966672,61.1,1083.9381225641143,178.9,74.54166666666667,25.458333333333332
98,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean14,0.1,100.0,4,3,n,5,0.3,,0,999.6098076394742,240.0,100.0,0.0
99,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean14,0.1,500.0,4,4,n,5,0.3,,0,996.5445712182307,240.0,100.0,0.0
100,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean15,0.1,0.0,4,1,n,0,0,,0,962.5772678774857,240.0,100.0,0.0
101,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean15,0.1,100.0,4,2,n,0,0,1332.3281137049532,134.8,1055.630098999228,105.30000000000001,43.875,56.16666666666668
102,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean15,0.1,100.0,4,3,n,5,0.3,,0,987.137694866622,240.0,100.0,0.0
103,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean15,0.1,500.0,4,4,n,5,0.3,,0,1021.1130415434097,240.0,100.0,0.0
104,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean16,0.1,0.0,4,1,n,0,0,,0,925.5587603001588,240.0,100.0,0.0
105,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean16,0.1,100.0,4,2,n,0,0,1480.0794818470283,179.0,989.2144824058653,61.1,25.458333333333332,74.58333333333333
106,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean16,0.1,100.0,4,3,n,5,0.3,,0,961.204784787912,240.0,100.0,0.0
107,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean16,0.1,500.0,4,4,n,5,0.3,,0,993.0569957088408,240.0,100.0,0.0
108,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean17,0.1,0.0,4,1,n,0,0,,0,837.2904760612876,240.0,100.0,0.0
109,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean17,0.1,100.0,4,2,n,0,0,1252.8658454964918,166.10000000000002,915.5649392823688,73.9,30.791666666666668,69.20833333333334
110,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean17,0.1,100.0,4,3,n,5,0.3,,0,962.0284724846238,240.0,100.0,0.0
111,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean17,0.1,500.0,4,4,n,5,0.3,,0,895.6986193858226,240.0,100.0,0.0
112,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean18,0.1,0.0,4,1,n,0,0,,0,911.5111835277886,240.0,100.0,0.0
113,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean18,0.1,100.0,4,2,n,0,0,1306.9776202116207,145.6,912.9304969623448,94.5,39.375,60.66666666666667
114,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean18,0.1,100.0,4,3,n,5,0.3,,0,948.6638663905644,240.0,100.0,0.0
115,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean18,0.1,500.0,4,4,n,5,0.3,,0,902.7260621439179,240.0,100.0,0.0
116,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean19,0.1,0.0,4,1,n,0,0,1134.5036203949023,203.3,914.5624610550922,36.7,15.291666666666668,84.70833333333334
117,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean19,0.1,100.0,4,2,n,0,0,1046.3291905897436,53.7,916.24712322344,186.3,77.625,22.375
118,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean19,0.1,100.0,4,3,n,5,0.3,,0,894.3746256640409,240.0,100.0,0.0
119,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean19,0.1,500.0,4,4,n,5,0.3,,0,906.7872574612572,240.0,100.0,0.0
120,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean2,0.1,0.0,4,1,n,0,0,,0,715.6206946220038,240.0,100.0,0.0
121,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean2,0.1,100.0,4,2,n,0,0,1161.4729017919192,120.30000000000001,853.8895424823153,119.80000000000001,49.91666666666667,50.12500000000001
122,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean2,0.1,100.0,4,3,n,5,0.3,,0,915.8916038199669,240.0,100.0,0.0
123,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean2,0.1,500.0,4,4,n,5,0.3,,0,795.5928298654063,240.0,100.0,0.0
124,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean21,0.1,0.0,4,1,n,0,0,,0,957.0934252173798,240.0,100.0,0.0
125,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean21,0.1,100.0,4,2,n,0,0,1219.4598994126561,130.3,1017.3274826684931,109.80000000000001,45.75000000000001,54.29166666666667
126,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean21,0.1,100.0,4,3,n,5,0.3,,0,1016.3628098075897,240.0,100.0,0.0
127,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean21,0.1,500.0,4,4,n,5,0.3,,0,979.7510248083113,240.0,100.0,0.0
128,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean3,0.1,0.0,4,1,n,0,0,,0,744.7630135096208,240.0,100.0,0.0
129,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean3,0.1,100.0,4,2,n,0,0,1169.9705529395126,21.200000000000003,891.1760169703181,218.9,91.20833333333334,8.833333333333334
130,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,10450,16450,14050,Mean3,0.1,100.0,4,3,n,5,0.3,,0,878.4992548508819,240.0,100.0,0.0
131,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,16450,22450,20050,Mean3,0.1,500.0,4,4,n,5,0.3,,0,828.6032649659852,240.0,100.0,0.0
132,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,0,4450,2050,Mean4,0.1,0.0,4,1,n,0,0,,0,862.3231415206048,240.0,100.0,0.0
133,11401,2022-10-01,wt,230223_slice04_ttap2_isra_results.csv,4450,10450,8050,Mean4,0.1,100.0,4,2,n,0,0,1053.5766555742011,104.10000000000001,912.8112667813765,136.0,56.666666666666664,43.375
