,animal,birthdate,genotype,recording,start,cell,dt,end,n_cells,angiotensin,potassium,pos,ctrl,TTA-P2,isra,start_corr,end_corr,activity,num_events,len_seg,ISI,intraburst_freq,burst_num_spikes,burst_length,burst_n,burst_per_cell_per_sec,activity_pos1,freq_pos1,control,genotype_2,activity_pos2,freq_pos2,perf_change,sex
10,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean14,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.5583333333333332,67,120.0,,0.8733624454148472,,,,,0.5583333333333332,0.8733624454148472,y,wt_ctrl,,,,
11,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean14,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.27499999999999997,33,120.0,,0.7894736842105263,22.0,26.6,1.0,0.008333333333333333,0.5583333333333332,0.8733624454148472,y,wt_ctrl,0.27499999999999997,0.7894736842105263,,
12,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean15,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.008333333333333333,1,120.0,,,,,,,0.008333333333333333,,y,wt_ctrl,,,,
13,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean15,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.008333333333333333,1,120.0,,,,,,,0.008333333333333333,,y,wt_ctrl,0.008333333333333333,,,
14,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean16,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.5,60,120.0,17.900000000000002,0.5246485386607473,,,,,0.5,0.5246485386607473,y,wt_ctrl,,,,
15,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean16,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.075,9,120.0,,,,,,,0.5,0.5246485386607473,y,wt_ctrl,0.075,,,
16,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean17,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.5249999999999999,63,120.0,,0.8137931034482758,60.0,72.5,1.0,0.008333333333333333,0.5249999999999999,0.8137931034482758,y,wt_ctrl,,,,
17,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean17,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.2583333333333333,31,120.0,,0.8042895442359249,31.0,37.300000000000004,1.0,0.008333333333333333,0.5249999999999999,0.8137931034482758,y,wt_ctrl,0.2583333333333333,0.8042895442359249,,
18,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean18,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.23333333333333334,28,120.0,,0.5775075987841946,20.0,32.9,1.0,0.008333333333333333,0.23333333333333334,0.5775075987841946,y,wt_ctrl,,,,
19,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean18,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.18333333333333332,22,120.0,34.1,0.476825266611977,12.0,21.200000000000003,2.0,0.016666666666666666,0.23333333333333334,0.5775075987841946,y,wt_ctrl,0.18333333333333332,0.476825266611977,,
20,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean19,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.7166666666666667,86,120.0,,0.74235807860262,,,,,0.7166666666666667,0.74235807860262,y,wt_ctrl,,,,
21,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean19,0.1,10450,28,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.7166666666666667,0.74235807860262,y,wt_ctrl,0,,,
22,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean2,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.20833333333333331,25,120.0,,0.44715447154471544,,,,,0.20833333333333331,0.44715447154471544,y,wt_ctrl,,,,
23,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean2,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.325,39,120.0,,0.42316258351893093,39.0,89.80000000000001,1.0,0.008333333333333333,0.20833333333333331,0.44715447154471544,y,wt_ctrl,0.325,0.42316258351893093,,
24,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean21,0.1,4450,28,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
25,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean21,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.09999999999999999,12,120.0,,0.5213270142180094,12.0,21.1,1.0,0.008333333333333333,0,,y,wt_ctrl,0.09999999999999999,0.5213270142180094,,
26,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean23,0.1,4450,28,500,4,1,y,0,0,3250,4450,1.1416666666666666,137,120.0,,1.1409395973154361,,,,,1.1416666666666666,1.1409395973154361,y,wt_ctrl,,,,
27,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean23,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.6916666666666667,83,120.0,6.2,0.7328402366863905,,,,,1.1416666666666666,1.1409395973154361,y,wt_ctrl,0.6916666666666667,0.7328402366863905,,
28,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean24,0.1,4450,28,500,4,1,y,0,0,3250,4450,1.0166666666666666,122,120.0,8.3,1.0826470741290035,,,,,1.0166666666666666,1.0826470741290035,y,wt_ctrl,,,,
29,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean24,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.7916666666666666,95,120.0,5.9,0.7989819968908279,46.5,50.25,2.0,0.016666666666666666,1.0166666666666666,1.0826470741290035,y,wt_ctrl,0.7916666666666666,0.7989819968908279,,
30,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean25,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.125,15,120.0,,0.5527638190954773,12.0,19.900000000000002,1.0,0.008333333333333333,0.125,0.5527638190954773,y,wt_ctrl,,,,
31,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean25,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.37499999999999994,45,120.0,,0.821917808219178,,,,,0.125,0.5527638190954773,y,wt_ctrl,0.37499999999999994,0.821917808219178,,
32,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean26,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.31666666666666665,38,120.0,3.9000000000000004,0.6054568334350212,15.5,25.05,2.0,0.016666666666666666,0.31666666666666665,0.6054568334350212,y,wt_ctrl,,,,
33,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean26,0.1,10450,28,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.31666666666666665,0.6054568334350212,y,wt_ctrl,0,,,
34,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean29,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.03333333333333333,4,120.0,,,,,,,0.03333333333333333,,y,wt_ctrl,,,,
35,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean29,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.35833333333333334,43,120.0,,0.5298013245033112,25.0,45.300000000000004,1.0,0.008333333333333333,0.03333333333333333,,y,wt_ctrl,0.35833333333333334,0.5298013245033112,,
36,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean3,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.65,78,120.0,,0.6547619047619048,,,,,0.65,0.6547619047619048,y,wt_ctrl,,,,
37,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean3,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.075,9,120.0,,,,,,,0.65,0.6547619047619048,y,wt_ctrl,0.075,,,
38,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean30,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.10833333333333334,13,120.0,,0.45801526717557256,,,,,0.10833333333333334,0.45801526717557256,y,wt_ctrl,,,,
39,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean30,0.1,10450,28,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.10833333333333334,0.45801526717557256,y,wt_ctrl,0,,,
40,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean32,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.5,60,120.0,62.1,1.4114010989010985,18.0,11.9,2.0,0.016666666666666666,0.5,1.4114010989010985,y,wt_ctrl,,,,
41,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean32,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.075,9,120.0,,,,,,,0.5,1.4114010989010985,y,wt_ctrl,0.075,,,
42,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean33,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.575,69,120.0,,0.7971864009378662,,,,,0.575,0.7971864009378662,y,wt_ctrl,,,,
43,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean33,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.19166666666666665,23,120.0,,,,,,,0.575,0.7971864009378662,y,wt_ctrl,0.19166666666666665,,,
44,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean4,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.575,69,120.0,,0.7243243243243243,,,,,0.575,0.7243243243243243,y,wt_ctrl,,,,
45,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean4,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.26666666666666666,32,120.0,,0.5454545454545455,,,,,0.575,0.7243243243243243,y,wt_ctrl,0.26666666666666666,0.5454545454545455,,
46,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean5,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.44999999999999996,54,120.0,32.5,0.6259734310581768,18.0,29.5,2.0,0.016666666666666666,0.44999999999999996,0.6259734310581768,y,wt_ctrl,,,,
47,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean5,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.25,30,120.0,,0.572139303482587,24.0,40.2,1.0,0.008333333333333333,0.44999999999999996,0.6259734310581768,y,wt_ctrl,0.25,0.572139303482587,,
48,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean6,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.041666666666666664,5,120.0,,,,,,,0.041666666666666664,,y,wt_ctrl,,,,
49,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean6,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.09166666666666666,11,120.0,,,,,,,0.041666666666666664,,y,wt_ctrl,0.09166666666666666,,,
50,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean7,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.21666666666666667,26,120.0,,0.5056179775280899,19.0,35.6,1.0,0.008333333333333333,0.21666666666666667,0.5056179775280899,y,wt_ctrl,,,,
51,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean7,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.24166666666666664,29,120.0,,0.38860103626943,16.0,38.6,1.0,0.008333333333333333,0.21666666666666667,0.5056179775280899,y,wt_ctrl,0.24166666666666664,0.38860103626943,,
52,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean8,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.03333333333333333,4,120.0,,,,,,,0.03333333333333333,,y,wt_ctrl,,,,
53,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean8,0.1,10450,28,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.03333333333333333,,y,wt_ctrl,0,,,
54,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,0,Mean9,0.1,4450,28,500,4,1,y,0,0,3250,4450,0.27499999999999997,33,120.0,,0.5494505494505494,,,,,0.27499999999999997,0.5494505494505494,y,wt_ctrl,,,,
55,114001,2022-10-01,wt,230223_slice05_500pM_AngII_ctrl_results.ome.csv,4450,Mean9,0.1,10450,28,500,4,2,y,0,0,7750,8950,0.024999999999999998,3,120.0,,,,,,,0.27499999999999997,0.5494505494505494,y,wt_ctrl,0.024999999999999998,,,
56,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean1,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.325,39,120.0,,0.6126126126126126,,,,,0.325,0.6126126126126126,y,wt_ctrl,,,,
57,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean1,0.1,10450,31,500,4,2,y,0,0,7750,8950,0.29166666666666663,35,120.0,,0.47184170471841697,32.0,65.7,1.0,0.008333333333333333,0.325,0.6126126126126126,y,wt_ctrl,0.29166666666666663,0.47184170471841697,,
58,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean10,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.8666666666666667,104,120.0,,1.0607621009268795,,,,,0.8666666666666667,1.0607621009268795,y,wt_ctrl,,,,
59,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean10,0.1,10450,31,500,4,2,y,0,0,7750,8950,0.8166666666666667,98,120.0,15.3,0.9334546150900038,,,,,0.8666666666666667,1.0607621009268795,y,wt_ctrl,0.8166666666666667,0.9334546150900038,,
60,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean11,0.1,4450,31,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
61,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean11,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0,,y,wt_ctrl,0,,,
62,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean12,0.1,4450,31,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
63,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean12,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0,,y,wt_ctrl,0,,,
64,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean14,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.9083333333333333,109,120.0,,0.9060402684563759,,,,,0.9083333333333333,0.9060402684563759,y,wt_ctrl,,,,
65,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean14,0.1,10450,31,500,4,2,y,0,0,7750,8950,0.5583333333333332,67,120.0,,0.6900878293601003,56.0,79.7,1.0,0.008333333333333333,0.9083333333333333,0.9060402684563759,y,wt_ctrl,0.5583333333333332,0.6900878293601003,,
66,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean15,0.1,4450,31,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
67,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean15,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0,,y,wt_ctrl,0,,,
68,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean16,0.1,4450,31,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
69,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean16,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0,,y,wt_ctrl,0,,,
70,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean17,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.325,39,120.0,,0.6875,,,,,0.325,0.6875,y,wt_ctrl,,,,
71,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean17,0.1,10450,31,500,4,2,y,0,0,7750,8950,0.2833333333333333,34,120.0,,0.502283105022831,34.0,65.7,1.0,0.008333333333333333,0.325,0.6875,y,wt_ctrl,0.2833333333333333,0.502283105022831,,
72,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean19,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.45833333333333326,55,120.0,,0.6861499364675985,,,,,0.45833333333333326,0.6861499364675985,y,wt_ctrl,,,,
73,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean19,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.45833333333333326,0.6861499364675985,y,wt_ctrl,0,,,
74,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean2,0.1,4450,31,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
75,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean2,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0,,y,wt_ctrl,0,,,
76,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean21,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.5333333333333333,64,120.0,,0.9747292418772563,,,,,0.5333333333333333,0.9747292418772563,y,wt_ctrl,,,,
77,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean21,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.5333333333333333,0.9747292418772563,y,wt_ctrl,0,,,
78,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean22,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.058333333333333334,7,120.0,,,,,,,0.058333333333333334,,y,wt_ctrl,,,,
79,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean22,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.058333333333333334,,y,wt_ctrl,0,,,
80,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean23,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.058333333333333334,7,120.0,,,,,,,0.058333333333333334,,y,wt_ctrl,,,,
81,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean23,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.058333333333333334,,y,wt_ctrl,0,,,
82,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean24,0.1,4450,31,500,4,1,y,0,0,3250,4450,1.2,144,120.0,,1.1996644295302012,,,,,1.2,1.1996644295302012,y,wt_ctrl,,,,
83,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean24,0.1,10450,31,500,4,2,y,0,0,7750,8950,1.025,123,120.0,,1.0209205020920502,,,,,1.2,1.1996644295302012,y,wt_ctrl,1.025,1.0209205020920502,,
84,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean25,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.7083333333333333,85,120.0,,0.7058823529411764,,,,,0.7083333333333333,0.7058823529411764,y,wt_ctrl,,,,
85,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean25,0.1,10450,31,500,4,2,y,0,0,7750,8950,0.37499999999999994,45,120.0,,0.4793028322440087,,,,,0.7083333333333333,0.7058823529411764,y,wt_ctrl,0.37499999999999994,0.4793028322440087,,
86,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean27,0.1,4450,31,500,4,1,y,0,0,3250,4450,0,0,120.0,,,,,,,0,,y,wt_ctrl,,,,
87,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean27,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0,,y,wt_ctrl,0,,,
88,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean28,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.17500000000000002,21,120.0,,0.662020905923345,,,,,0.17500000000000002,0.662020905923345,y,wt_ctrl,,,,
89,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean28,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.17500000000000002,0.662020905923345,y,wt_ctrl,0,,,
90,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean31,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.5666666666666667,68,120.0,4.1000000000000005,0.6199010069977812,23.5,37.0,3.0,0.025,0.5666666666666667,0.6199010069977812,y,wt_ctrl,,,,
91,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean31,0.1,10450,31,500,4,2,y,0,0,7750,8950,0.024999999999999998,3,120.0,,,,,,,0.5666666666666667,0.6199010069977812,y,wt_ctrl,0.024999999999999998,,,
92,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean32,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.9583333333333334,115,120.0,,0.9604043807919124,,,,,0.9583333333333334,0.9604043807919124,y,wt_ctrl,,,,
93,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean32,0.1,10450,31,500,4,2,y,0,0,7750,8950,0.7583333333333333,91,120.0,,0.7582139848357202,,,,,0.9583333333333334,0.9604043807919124,y,wt_ctrl,0.7583333333333333,0.7582139848357202,,
94,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean33,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.9583333333333334,115,120.0,,0.9604043807919124,,,,,0.9583333333333334,0.9604043807919124,y,wt_ctrl,,,,
95,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean33,0.1,10450,31,500,4,2,y,0,0,7750,8950,0.7583333333333333,91,120.0,,0.7575757575757576,,,,,0.9583333333333334,0.9604043807919124,y,wt_ctrl,0.7583333333333333,0.7575757575757576,,
96,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean34,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.13333333333333333,16,120.0,,0.6432748538011696,,,,,0.13333333333333333,0.6432748538011696,y,wt_ctrl,,,,
97,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean34,0.1,10450,31,500,4,2,y,0,0,7750,8950,0,0,120.0,,,,,,,0.13333333333333333,0.6432748538011696,y,wt_ctrl,0,,,
98,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,0,Mean35,0.1,4450,31,500,4,1,y,0,0,3250,4450,0.008333333333333333,1,120.0,,,,,,,0.008333333333333333,,y,wt_ctrl,,,,
99,114002,2022-10-01,wt,230224_slice02_500pM_AngII_ctrl_results.csv,4450,Mean35,0.1,10450,31,500,4,2,y,0,0,7750,8950,0.43333333333333335,52,120.0,,0.9239130434782608,,,,,0.008333333333333333,,y,wt_ctrl,0.43333333333333335,0.9239130434782608,,
